character,line
Phil,"I laughed, but... It hurt a little."
Alex,We're home!
Phil,"Us, too."
Claire,"Oh, great. You're all here."
Phil,"What's up, girl?"
Claire,Oh. You know that really dangerous intersection?
Phil,"Where desire meets jealousy, and the result is murder?"
Claire,Mnh-mnh. The one where I almost killed you this morning.
Phil,"Oh, yeah. Sorry. That was my bad. I got lost in my jams. Dangerous combo... speed walking and speedwagon. Oh. I wasn't even trying for that."
Luke,Nice.
Claire,"Well, I am getting us a stop sign. I called City Hall, and how is this for amazing? The traffic committee meets tonight."
Alex,I've got goosebumps.
Claire,"I know, right? All I have to do is get 50 signatures, show up, make my case. It's on."
Phil,I am so proud of you.
Haley,We all are.
Claire,Mm.
Alex,"We love when mom gets on a project because usually the minute any of us walks in the door, she gives us something to do."
Haley,"""Do your homework."
Alex,"Clean your room."""
Luke,"""Put on pants."""
Phil,"Like the queen's coming over. Am I right? So when she's not around or gets busy, Luke and I capitalize on the situation."
Phil,"There you are, my good man. Squire, let's do it. Get you some!"
Alex,"Well, I think it's awesome."
Claire,I am so glad because I could really use your help getting these signatures.
Phil,"I'll do it, soon as I change those lightbulbs you wanted."
Claire,Great. Kids?
Alex,"Crud. You know, I've got a ton of homework."
Luke,"Uh, science project."
Claire,Haley?
Haley,I need to get started on my college essay. You know what? Maybe I'll write it about you. You're just so inspirational. Girl power! You rock.
Claire,"Thanks, honey. I do rock."
Gloria,"Stella, down. Stella, no. This is very dangerous. Okay, señorita. That's it. Come here, because Jay is gonna be very mad if something happens to you. Ay, tener que cuidar perro ahora. ¡Qué belleza! Go play with the bone. See you later. Now I can cook my empanadas. The gate. Ay, no! Ay, no! The gate! The gate! Estella, come back!"
Jay,"Hey there, Mr. Salesman."
Manny,Can we not talk about business?
Jay,"That bad, huh?"
Manny,"I gave it everything I got... Working the dimples, going big eyes. It got me two things... diddly and squat."
Jay,How many houses you hit?
Manny,I don't know. Must've been at least three.
Jay,Three? And that's your idea of the best you got?
Manny,It was very hard on me. I'm not used to rejection... Or hills.
Jay,"Look, you can't quit after three houses. That's... that's not perseverance. What are you selling?"
Manny,Wrapping paper.
Jay,"Wrong. You're selling Christmas... The excitement of opening presents, the taste of eggnog."
Manny,I do love eggnog.
Jay,"Look, write this down... ""What's the difference between 'try' and 'triumph'?"""
Manny,A little oomph?
Jay,A little oomph. Get it?
Manny,Of course I get it. I just said it.
Gloria,"Hey! I'm gonna kill you when I find you, silly dog! Why don't you come back? Stella!"
Cameron,I have a theory.
Gloria,"Ay, Cam, thank you for helping me."
Cameron,"Oh, it's my pleasure. Stella! Stella! Oh, my god."
Gloria,What? Do you see her?
Cameron,No. But I see myself in the role I was born to play. Stella! Stella!
Cameron,"Hello? Oh, Mitchell, you are not gonna believe this. I'm out helping Gloria look for her dog. I'm wearing an undershirt and I'm screaming ""Stella,"" just like in ""Streetcar."" Hello?"
Mitchell,You didn't clean the kitchen.
Cameron,"Mitchell, I am an inadvertent Stanley Kowalski. How can you not be delighted by this?"
Mitchell,You promised.
Cameron,"I was called away for an emergency. Gloria's lost her dog, and she's heartbroken."
Gloria,"Where are you, dumb dog? I hope in a big, black hole."
Mitchell,I cannot believe that you did this to me yet again. Oh.
Cameron,I didn't do anything. I cooked a meal in our kitchen.
Mitchell,"And then you left on purpose, knowing that I would not be able to sit here without cleaning it up."
Cameron,Life is messy sometimes. Big deal. It gets cleaned up. You're the one with a problem if you can't leave a few dirty dishes for a couple hours.
Mitchell,"O-okay, fine. C-Cam, I'm not cleaning it up."
Cameron,Great.
Mitchell,I mean it.
Cameron,Perfect. You know what? Why don't you make it bigger?
Mitchell,"You know what? I will. I-I... Okay, you know, get... get ready, because you are gonna come home to... to a giant mess."
Cameron,And I will give him a giant hug when I get there. Stella!
Luke,"Hey, dad. Think fast."
Phil,"Oh. Wow. Buddy. I'm sorry. I told you, I gotta change the lightbulbs and then help your mom with those signatures."
Luke,Never mind. I guess it was a stupid idea anyways.
Phil,"I've always said that if my son thinks of me as one of his idiot friends, then I've succeeded as a dad. If he wants to go the wrong way on the escalator, I'm on board. If he wants to go into a restaurant and pretend we're Australian, toss a few shrimp on the Barbie for me and my Joey. Yeah? Right? Nicole Kidman? Men at work?"
Phil,"Here we go. Take 12. Hey, buddy! I'm home!"
Luke,"Hey, dad. Think fast. Wow. You know, my arm's starting to hurt a little."
Phil,Really? 'Cause my face feels great.
Luke,"Come on, dad. Let's not turn on each other. We could be here a while."
Phil,Yeah. Okay. You're right. Here we go. Take nine.
Luke,You're not even trying.
Mitchell,"What do you want, honey?"
Mitchell,"All right well, go get 'em."
Mitchell,"For the record, I am not a neat freak. I-in fact, in my first long-term relationship, I was the messy one, which is why she broke up with me. Well..."
Manny,Okay.
Jay,"Whoa, whoa, whoa, whoa. Let me show you how it's done. Hi. Uh, Jay Pritchett here. Holidays are just around the corner."
Jay,What do you mean you don't believe in wrapping paper? It's not Bigfoot. It exists.
Jay,"No, not this stuff. This paper was made from 100% recycled materials."
Manny,I don't think so.
Gloria,She's an ugly little fresh bulldog with the tiny ears and the smushy face. What is so hard to understand?
Cameron,Maybe I should translate.
Claire,"I understand, but a stop sign is really important. What exactly are you carving?"
Manny,"Hello, ma'am. Do you love christmas?"
Manny,"Oh, well, then you must appreciate a good value."
Jay,"Oh, jeez."
Cameron,"If you see her, let us know."
Claire,"Oh, my god. No, no. No, no. Are you kidding? Seriously?!"
Luke,See? You're not keeping your head in the right position.
Phil,"I know that's me, but I'm not remembering any of this."
Claire,Oh. Those stupid neighbors!
Phil,What's wrong?
Claire,"I can't ask for a simple signature, but it's fine for them to build a house that looks like the Beverly Hillbillies just moved in. Did you do any better?"
Phil,"We came close a few times, but you're not talking about the basketball, are you?"
Claire,"Phil, tell me you got some signatures. I have to be at City Hall in, like, two hours. Oh, god. Haley, how about you?"
Haley,I've been busy with my college essay.
Claire,Really? Where is it?
Haley,"It's in a rough, rough draft right now. I've been thinking that maybe that I should... Alex has been skyping with her boyfriend since you left."
Alex,That's so not true!
Claire,"Thank you. Really, thank all of you so much for your help. Really?"
Phil,"Sometimes those things need to warm up, like the car."
Claire,"Phil, don't even. I have been out there, trying to do something good for our community, because let me tell you, change doesn't just happen. It is forged by empowered women like me and Norma Rae and the lady from ""The Blind Side."" Do you know what the difference is between me and her? Blind side's family had her back."
Phil,"Okay. Huddle up, everybody. Your mother's right. She's the quarterback of this family, and we need to protect her like blind side did."
Luke,She just said the mom was blind side.
Phil,"Well, she's confused. Blind side was the black kid who played tight end."
Alex,Offense line.
Phil,Sorry. African-american kid.
Gloria,"There she is. Ay! Stella! Ay, thank god you found my dog. Thank you."
Gloria,"No, it's not. Her name is Stella. It says right here on the tag. Look."
Cameron,"Uh, uh, uh, excuse me. Hi, sweetie. What's your name?"
Cameron,"Shut up. Mitchell would die. Listen, we don't know you. You seem like a very sweet little girl, and right now we're forced to... I can't believe I'm saying this to you... rely on the kindness of strangers."
Gloria,That's it. Give me my dog.
Gloria,"Oh, really? The little girl thinks because she can scream, she can get away with everything? I can scream, too. Aah!"
Cameron,Aah!
Jay,What the hell sound is that?
Manny,"Coyotes must've got a cat. Jay, can we stop now? I'm getting hungry."
Jay,You know what the problem is? You're not hungry.
Manny,I had a carrot at 3:00.
Jay,What if you couldn't feed your family unless you made this next sale? What if you were gonna lose your house?
Jay,"I know I was pushing the kid hard, but here's the thing... I'm an older dad. I'm not gonna be around forever. And I'll sleep better knowing he's got something to fall back on."
Jay,Come on! Let's hit another one.
Manny,I can't do it.
Jay,What?
Manny,I don't have what it takes.
Jay,What kind of talk is that?
Manny,"It's the truth, Jay. I'm not a great salesman. I'm not a great businessman. I'm not you. Do you know what it's like to see all the amazing things you've accomplished, knowing I never will? How am I supposed to live up to you? How is anyone?"
Jay,"Ah, so the fish weren't biting today. So what? That's life. You tried hard, and that's what matters."
Manny,Yeah.
Jay,"You know, I-I actually need some wrapping paper. You know where I can find some?"
Manny,You don't have to do that.
Jay,I want to do it.
Manny,You'll never go broke playing to a rich guy's ego... Write that down.
Claire,"Uh, hi. Oh, sorry. Um, I'm here for the traffic committee meeting?"
Claire,Yeah. Um...
Claire,"I'm sorry. Happy birthday. Uh, just... someone sent me to the wrong room, and you guys don't meet again for months, and this is pretty much a matter of life and death, so..."
Claire,Okay.
Claire,"Great. My name is Claire Dunphy, and my family and I live near that intersection of..."
Claire,"Uh, almost. I have 34, but I..."
Claire,Wow. I'm confused.
Claire,"Right. I get that. Sir, I'm trying to save lives here..."
Haley,Mom.
Haley,"Mom. Mom. Mom. Mom! Oh, my god."
Claire,What are you doing here? Girls.
Alex,We... we went door to door and we got you 20 more signatures.
Claire,That is so sweet of you.
Haley,"Well, you were freaking out at us, so..."
Claire,"Okay, you know, let's not ruin it. All right, 54 signatures. Okay. So what do you say? Let's start saving lives one intersection at a time."
Phil,Wait a minute. I know what that means.
Phil,"That's Washington-speak for ""Get lost."""
Claire,"Well, um, wow, Phil. What are you doing here?"
Phil,I'm your husband. I'm blindsiding you.
Claire,Uh...
Phil,"Your honor, permission to approach."
Claire,Not a judge.
Phil,"I'll get straight to the point because this is important, and that appears to be an ice cream cake."
Phil,"Okay. I present to you ""Stop in the name of life."" Kick it."
Phil,"Clive Bixby. Can I meet you at Harry's bar in two minutes? Baby, I can do anything in two minutes. I'll just speed through the intersection of Greenleaf and Bristol. It's easy 'cause there's no stop sign."
Luke,I love being a kid. I have my whole life ahead of me.
Phil,No!
Luke,No!
Claire,Okay. Well...
Phil,Powerful.
Claire,"And unconventional, but I believe it makes our point. So what do you say?"
Claire,"I understand, sir, but..."
Phil,"Allow me. Allow me. Ladies and gentlemen, I've lived with this woman for 20 years. If she wants a stop sign... there's gonna be a stop sign."
Haley,He's right.
Alex,Listen to the man.
Luke,Yeah.
Cameron,I'm home!
Mitchell,"Oh, hey. Did you find Stella?"
Cameron,Safe and sound.
Mitchell,Mm.
Cameron,Oh! Hey!
Mitchell,I did it! I left the mess. Aren't you proud of me?
Cameron,I sure am. Good for you!
Mitchell,"You know, it wasn't easy at first, but I just... I took Lily to the park, and I completely put it out of my mind. And I think I really cleared a hurdle today."
Cameron,"Oh, that's great. I'm super proud of you, And you're... and you're not even tempted to clean it up now?"
Mitchell,No!
Cameron,That's great.
Mitchell,"No, not now that you're home."
Cameron,So guess I'd better get started.
Mitchell,Yeah.
Cameron,I don't like it. It's so gross.
Mitchell,"Oh, my god."
Cameron,What?
Mitchell,I was right. You wanted me to clean it up.
Cameron,"Oh, that's preposterous. I will not stand here and take this from you."
Mitchell,"Oh, Cam! ""Life is messy. I love chaos."" You are so full of it. Well, you know what? That's all right. No worries. Hey, come on. Come on, just embrace it. It's life."
Cameron,"Oh, no§ Oh! Okay, now that is gratuitous."
Mitchell,"Oh, it's okay."
Cameron,No! That's Lily's favorite cereal. This is ridiculous.
Mitchell,"Relax! Hey, Lily! Honey, come here! Sweetheart, do you want a princess hat?"
Mitchell,Okay.
Cameron,"Oh. Oh, okay. That... that is enough! No! You've proven your point. I don't like to clean up. It's smelly, it's sticky, and after I eat, I'm tired, and I just want to lay down."
Mitchell,"And you put it off, knowing that I would do it?"
Cameron,Yes! Are you happy?
Mitchell,Yes... I... Am.
Mitchell,Oh!
Cameron,I might need to tweak my system.
Luke,"Hey, dad. Think fast."
Phil,"Sacagawea! Wait, wait, wait... I need a break. Oh! John Philip Sousa! Oh, my..."
Luke,78 views.
Phil,We are on our way.
Luke,"Yeah, we are."
Phil,"You know what, Lukey? My dad was away a lot. And I'm not gonna do that to you. I'm gonna be the kind of dad... How many more of these do you wanna do?"
Claire,"Oh, don't look. There's that jerk Duane Bailey."
Phil,"Oh, yuck."
Claire,"I should say something to him, shouldn't I?"
Phil,"I gotta be honest, I was just working off your tone. Who's Duane Bailey, and why do we hate him?"
Claire,"Honey, he's that councilman who shot down my stop sign. Big phony."
Phil,Yeah.
Phil,"Well, you just got it."
Claire,"No. You don't remember meeting me, do you? Claire Dunphy. Last month's town council meeting?"
Claire,"""Duane Bailey. Councilman. Citizen. Puggle breeder."""
Phil,"I like what he's saying, Claire."
Claire,He isn't saying anything.
Phil,Look at his...
Claire,We need a stop sign at our intersection.
Phil,He nailed it.
Cameron,"""Actor/writer/director who packs a punch."""
Mitchell,"Oh, Sylvester Stallone."
Cameron,"Sylvester Stallone. I said it first. Oh, my God. This guy brought his kids, Mitchell."
Mitchell,"What, to this movie? Isn't it supposed to be super violent?"
Cameron,"I'm sorry. I don't mean to overstep, but I don't know that this movie is really appropriate for children. I'm terrified to see it. That's why we're here during the day."
Cameron,Okay. I tried.
Mitchell,Yeah. All you can do.
Cameron,"You know, I've... I've read this book, and I know what's gonna happen, and it's very disturbing. I really think you might be inviting some pretty serious nightmares here."
Cameron,"Yeah, but I don't think you do."
Mitchell,"Cam. Cam. He says he's got it, all right? You said your piece. Just watch the movie."
Cameron,"Oh, uh,"
Mitchell,Gwyneth Paltrow.
Cameron,I really must insist you not traumatize your kids...
Mitchell,Cam.
Cameron,...by exposing them to gratuitous violence...
Mitchell,Stop it. Shh!
Cameron,...and graphic depictions of...
Cameron,"Yeah, well, you're gonna be. I'm gonna tell you one more time."
Mitchell,Okay.
Mitchell,"It was ""The muppet"" movie. We were in the wrong theater."
Cameron,"Enjoy the show. I was always a fan of the muppets, especially the two guys in the theater who wouldn't shut up."
Gloria,Hello?
Jay,I'm running late. This knucklehead's kept me waiting for over an hour. I never had to wait like this when his dad was running things.
Gloria,Yeah. And soda was a nickel. Just tell them that your family is coming over.
Jay,This guy fired his own father. He's not gonna care about my family.
Gloria,"Okay, then just leave. You don't need his money."
Jay,"Once a week, I have eight family members coming to my house for free food. I'm not going anywhere."
Gloria,Okay. I see you when I see you. Are you okay? What is wrong?
Manny,I want to be homeschooled.
Gloria,"Really, Manny? Do you want me to learn you English? What is going on?"
Manny,"I have a big report due, and the teachers don't seem to care about the substance. All they care about is the flash."
Gloria,"Manny, sometimes you can be a little bit old-fashioned. Remember the first time you saw the kids with the backpacks with wheels and you thought they were too flashy?"
Manny,"You're going to school, not boarding a flight to Denver. It's getting absurd. Reuben freestyle-rapped his report on Irish immigrants. That doesn't even make sense. Maybe you do a Riverdance. Maybe."
Gloria,What is your report on?
Manny,The mafia.
Gloria,Perfect. We do a papier-mache Tommy gun.
Manny,"Oh, no. We shouldn't have to jazz it up."
Gloria,"Okay, then we go upstairs and we get your old rocking horse and we chop the head off."
Manny,"No, that's a terrible idea. I love Brownie!"
Gloria,Do you want to send a message or not?
Gloria,"Jay never wants me to help him with his business, and now suddenly, Manny doesn't want to listen to me either. It's very frustrating. I have all the answers."
Jay,"How you doing, Joshie?"
Jay,Closets.
Jay,I thought that was implied.
Jay,"You want a nice closet with sharp design, quality materials, and expert craftsmanship."
Jay,I wanted to hang myself.
Jay,"Yeah, let's talk more specific. What exactly do you like and what don't you like?"
Jay,"I love your enthusiasm. Uh, before I go off in the wrong direction, how about an example?"
Jay,I don't think I need to hear any more.
Haley,Whatcha doing there? Homework?
Alex,What do you want?
Haley,I need to borrow some money. It's really important.
Alex,How much?
Haley,$900.
Alex,What?!
Haley,"Come on. If you were in trouble, I would do anything for you. We're not just sisters. We're best friends."
Alex,"Look, I would if I could, but I don't have any money. And since we're talking, I never told anyone this before, and it..."
Claire,...Wipe that smug smile off his stupid face.
Phil,His face is stupid.
Claire,Oh! I can't believe ridiculous people like him end up in office.
Phil,"Well, why don't you run? You're smart, you care about the community, and you're easy on the eyes when you put a little effort into it."
Claire,Are you serious?
Phil,"Yeah, you know, maybe change out of the sweaty gym clothes every once in while. I thought you were talking about running for office. Go on."
Claire,"I'd be lying if I said I'd never thought about it. I mean, I know it's a ridiculous little local thing, but it might be fun to get out there and contribute. Plus I think I'd be good at it."
Phil,You'd be great.
Claire,"Mm. How would this work? I mean, who would be here for the kids after school? Who would take them to practice and recitals and keep them from burning the house down?"
Phil,"It must be so hard being a single mom. Claire, I will. If you wanna fly, I'm not gonna hold your feet to the ground."
Claire,Hmm.
Phil,I wanna be the one to push you off the cliff.
Claire,I think I'm gonna do it.
Phil,Great. Go fly.
Claire,Phil.
Phil,No.
Claire,"Oh, Phil!"
Phil,"I'll admit it. I'm turned on by powerful women... Michelle Obama, Oprah, Condoleezza Rice,"
Cameron,Do you want a fry?
Mitchell,"No, I can't eat. We should've stayed and seen ""The muppets."" I can't even look at ketchup without seeing blood."
Cameron,"Ooh, runaway curly fry. You know these are good luck. Mm!"
Mitchell,Oh!
Cameron,"Oh, my God. What was that?"
Mitchell,We just got rear-ended.
Cameron,"Oh, pull off to the side street. Pull off to the side street."
Mitchell,Are you okay?
Cameron,"Oh, I think I cut the roof of my mouth on the straw. Oh, my God."
Mitchell,Mm!
Cameron,So yes.
Cameron,"W-well, I-I sustained a minor mouth injury."
Mitchell,We're fine. Thank you. It's...
Mitchell,Okay. Thank you.
Cameron,"Well, he seems nice."
Mitchell,Yeah.
Cameron,"You know, if this were a romantic comedy, this would be our meet cute. We'd spend the rest of the afternoon drinking wine, eating food, flying a kite, you know, doing montage-y stuff."
Mitchell,"Yeah, am I in this movie of yours?"
Cameron,"Yeah, you're the gay best friend."
Mitchell,"Oh, my God!"
Cameron,"Oh, my God! We have a runner!"
Mitchell,"Um, it's D-W-Y... I can't read it."
Cameron,Come on! Let's go! Let's go!
Mitchell,Go where?
Cameron,We have to chase him down!
Mitchell,"No, we're not supposed to do that!"
Cameron,Help! Stop that car! He's getting away! Help!
Mitchell,"Yeah, you almost got him, Cam. You almost got him."
Cameron,He's getting away!
Haley,Hey. Whatcha doing? Playing?
Luke,Yeah.
Haley,Do you have any money saved up?
Luke,I'm comfortable.
Luke,"I've saved $1,217. It wasn't even that hard."
Claire,Don't forget your lunch.
Luke,"Thanks, mom."
Claire,"Don't forget your lunch money, buddy."
Luke,"Thanks, dad."
Phil,You bet.
Haley,Please. It's really important.
Luke,"Look, I'd love to help you out, but I'm not very liquid right now."
Luke,It's in a block of ice. I got the idea when I heard about rich guys with frozen assets. Assets.
Claire,"I am running for town council, and I understand that I can pick up a form here."
Claire,You're joking. I just saw you in the parking lot two hours ago.
Claire,"I am entering the race for town council, and I am running against you."
Claire,"No, I plan on winning, so..."
Claire,"Why do I feel like this is a rhetorical question, and you're about to l..."
Claire,Really? 'Cause I feel like they just yip a lot.
Claire,"Excuse me! Excuse me! Excuse me. Hello? Anne. Haley did that? Oh, God. Okay. Um... I'll call you right back. For your information, sir, I am no bored housewife. No, I-I would kill for ""bored."" Why isn't this lighting up?"
Luke,"Dad, I cut my arm."
Phil,"Oh, wow. You sure did, buddy. I'll get you fixed up."
Luke,Where's mom?
Phil,She belongs to the people now.
Alex,My allergies are acting up again.
Phil,"Well, it is your lucky day, because, missy, Dr. Dad has everything you need. Behold the healing powers of grape flavoring."
Alex,Where's mom?
Luke,Some people took her.
Phil,"Drink this. Listen, guys, your mom is taking on more responsibilities outside of the... house, but don't you worry. Good old... dad... Oh, my goodness!"
Luke,Ow!
Phil,I'm so sorry!
Luke,You punched me!
Alex,"Dad, you gave me the drowsy kind."
Phil,There's a drowsy kind?!
Alex,I have to study for a test!
Luke,Oh! It really hurts!
Phil,"Well, I'll get you some ice."
Luke,"No. No, no, no. I'll get it."
Gloria,"Oh, you made it. How was it?"
Jay,Eh.
Gloria,"Why? What's wrong, babe?"
Jay,I don't want to talk about it.
Gloria,Do it anyways.
Jay,"Uh, this stupid kid's been in the business about ten minutes. He barely looks at my proposal, and he says he wants more ""wow."""
Gloria,"What does he mean by more ""wow""?"
Manny,"It's the ""Bieber-ization"" of America."
Jay,What do beavers have to do with anything?
Gloria,"The beavers... they build the dams all over the country so there's no floods, is the ""beaver-ization"" of the Americas."
Manny,I'm finding there's less and less we can talk about.
Gloria,So why didn't you tell him that you've been in the business for such a long time...
Jay,It's not gonna make any difference. He wants to make a change. And I got a factory full of people depending on this.
Gloria,"Yeah, but maybe if you tell him that..."
Jay,"Gloria, please. I-I-I've had a tough day. Can we please not talk about it?"
Gloria,But I want to help.
Jay,Trust me. I wish you had the answers.
Gloria,I do!
Jay,"Hey, guys."
Haley,"Hey, grandpa."
Alex,"Hey, Jay."
Jay,What's with her?
Phil,Just tired. Growth spurt.
Cameron,"Hey, hey."
Jay,"Hi, guys. Hi, baby girl."
Gloria,"Hola, Lily. How are you?"
Cameron,"No, uh, we're not fighting."
Mitchell,"No, not at all, honey. No. Okay, uh, go play, sweetheart. Okay?"
Cameron,Let's go play with some blocks. Let's go stack some blocks.
Mitchell,"All right. Okay, the reason we're fighting is 'cause this one thinks he's dirty Harry."
Jay,Having a hard time picturing Clint Eastwood in that shirt.
Cameron,"Okay, let me ask you something. Today, at a stoplight, a guy ran into our car, and then just took off. I wanted to chase after him. Mitchell..."
Mitchell,Kept a level head and called the police.
Luke,Pfft. Police. Aren't they too busy winning the war on drugs?
Mitchell,"Okay, so which one of us did the right thing?"
Jay,Hit and run. Gotta chase him down.
Gloria,I chase the people all the time.
Mitchell,"No. No. That's... that's irresponsible and dangerous. Okay, well, what if he had been armed?"
Cameron,He wasn't armed. He had a Hillary bumper sticker.
Mitchell,This isn't an isolated incident. This morning he flipped out at somebody at The Muppet movie.
Mitchell,"Oh, no. No, honey. Just the first two numbers. No, Lily. Wait."
Claire,"Hi. Hi. Hi. Phil, where are you, honey? I need to talk to you. Do you know what our daughter did?"
Phil,Nothing. She's fine. She's reading.
Claire,"No, not her. Haley. Haley! Come over here. I want to talk to you."
Phil,There she is. Not a scratch on her.
Claire,Do you have something you want to say to us?
Haley,Uh...
Claire,Mmm... let me help you out here. Fake I.D.s?
Phil,What?!
Claire,Mm-hmm. Haley tried to get her and her friends some fake I.D.s.
Haley,I wasn't gonna use them for drinking. We just wanted to get into this club to see a band.
Claire,She took a bunch of money from them and then she lost it.
Phil,How much?
Alex,$900.
Phil,You're kidding me!
Claire,"Oh, my God! Oh!"
Haley,It's not my fault! I gave money to this guy. He's the one who ripped us off.
Claire,What happened to your face?
Luke,Oh. I ran into a door.
Phil,Yeah.
Claire,What happened to your face?
Luke,Dad hit me.
Phil,It was an accident. I was trying to open up a band-aid!
Claire,Phil! What's wrong with her?
Phil,Growth spurt.
Claire,What's wrong with her?
Phil,I drugged her.
Claire,Phil!
Phil,I accidentally gave her the nighttime allergy medicine.
Claire,"Mm. All right, one thing at a time. Haley, how are you going to repay your friends?"
Haley,I don't know.
Gloria,I know. You go there with a couple of guys...
Jay,She's gotta get the money back. Who is this kid?
Haley,A guy at school's cousin's friend. He lives in Gardena.
Mitchell,"Well, if you know where he lives, just call the police."
Phil,No cops. We can't afford a scandal right now. Claire's running for town council.
Claire,"That was before, when I thought you could take care of the children. I take my eye off the ball for one minute, and I've got one in a coma, one with a black eye, and one running a crime ring."
Gloria,"Well, to be fair, Haley started her crime ring when your eye was still on the ball."
Haley,It's not a crime ring. I just gotta get my hands on that $900.
Manny,I know how the mafia would handle this.
Jay,"The kid is right. I'm sick of these smart-ass punks who keep changing the rules and think they can get away with anything they want. I'm gonna pay this guy a visit. Haley, text me his address."
Phil,I'm going with you.
Cameron,"Me, too."
Mitchell,"Oh, no. No. Nobody's going anywhere. Okay, we're not vigilantes."
Cameron,Shotgun!
Mitchell,No! No weapons!
Gloria,"In my country, it is tradition... when the men are out seeking vengeance, the women... they stay home, and they drink."
Claire,Sometimes I think you just make this stuff up.
Gloria,Do you want a drink or not?
Claire,"Oh, yeah."
Gloria,"So what happened? You were running for office, and now you're not?"
Claire,Mm. I don't really want to talk about that.
Gloria,"I know. I am sick and tired of no one needing my help. You are going to tell me what is wrong, and I'm gonna give you the right answer, because I have all of them. So why are you not running for office?"
Claire,Because my family needs me too much. You saw what just happened.
Gloria,Why are you not running for office?
Claire,That doesn't work on me.
Gloria,Why are you not running for office?!
Claire,Because I don't want to lose! I... pfft! I haven't done anything outside of my house in 18 years. I don't want the first thing that I do to be a complete failure.
Gloria,"Okay. I'm gonna tell you a story about a little girl who entered a beauty pageant... Even though she was very, very scared that she was going to lose."
Claire,Let me guess. You won.
Gloria,"Of course I won, but I was talking about my cousin Maria Conchita. She had a nose like a toucan, she stuffed her body in this bikini, and at the end, she finished dead last."
Claire,How is that a good story?
Gloria,"Because she faced her fears, and it didn't kill her."
Claire,Hmm.
Gloria,What killed her two weeks later was a bus.
Claire,Are you serious?
Gloria,"Yes, because she couldn't see anything coming with that big nose."
Claire,This guy has won six elections. I am way out of my league.
Gloria,"Look, I don't know anything about this guy, but I know that you're a tough lady, and I come from a family of tough ladies. And I have to say, sometimes you scare me a little bit. And I know that you're strong enough to win and definitely strong enough to be okay if you lose."
Claire,I scare you?
Gloria,"Are you kidding me? ""I want Thanksgiving at my house!"""
Claire,Why does everybody think I talk like that?
Jay,This is it.
Mitchell,"W-w-wait. No, no. Come on. Do we have a plan? It doesn't seem like we have a plan."
Phil,"Yeah, I got a plan. Either he gives us the money, or he gets a private performance from england Dan and John Ford Coley."
Mitchell,That's not a good plan. That's not even a good band.
Jay,"If all you're gonna do is criticize, just wait by the car."
Mitchell,"Okay, fine. I'll see you in jail. It's gonna be a big adjustment for two of you."
Jay,Ugh.
Jay,You Peter?
Jay,You know Haley Dunphy? You owe her $900. We're here to collect.
Phil,You dig?
Phil,That does sound like Haley.
Cameron,So how are you gonna make this right?
Jay,That was easy.
Phil,"He's lucky he didn't put up a fight. I would've treated him to a reunion of Crosby, Stills, Nash, and Young!"
Cameron,We got a runner! Runner!
Mitchell,Stop! Stop! Stop! No. No. No. No. Oh! I got him!
Cameron,"Oh, my God. You did!"
Mitchell,Don't be so surprised. Help! He's slipping out of his skinny jeans. These are cute. I totally have these.
Jay,Hmm?
Phil,Ha ha ha!
Jay,There you go!
Haley,"Oh, you got it back! Thank you!"
Jay,"Hey, don't thank me. Thank your uncle Mitchell. He's the one who tackled the guy."
Mitchell,I got grass stains.
Haley,"Well, I will tell you one thing. I have learned my lesson. Disappointing my family and friends is punishment enough."
Phil,Nice try. You're grounded for two weeks.
Gloria,"Okay, we have big news. Claire has decided to run for mayor after all."
Claire,"Thank you, but it's town council."
Gloria,It doesn't matter. You're not going to win anyways. But she's going to be okay. You see? I help the people. Why don't you two let me help you?
Manny,"Well, I can't speak for Jay, but I guess I'm just too proud to ask for help."
Jay,Are you serious? She cuts your steak.
Gloria,What about you?
Jay,I don't want to bother you with my business.
Gloria,What else do I do every day?
Jay,I don't know. I'm guessing the gym and... one other thing?
Claire,"Dad, you should listen to her. She might really help you."
Jay,Huh.
Claire,She could be an asset.
Jay,Hmm.
Phil,Asset.
Luke,Heard it.
Gloria,And look at the shelves over here. They're for the shoes. Those are my favorite ones. So what do you think?
Jay,Same... exact... closet.
Cameron,"We never needed fake I.D.s on the farm. We figured if a 16-year-old could drive a tractor, he could drink a beer. Not at the same time, of course. It's Missouri, not Texas."
Mitchell,"I used a fake I.D. to get into an ""R""-rated movie... ""the fabulous Baker boys."" I found the title to be misleading. Lot of Michelle Pfeiffer... that's all I'm saying."
Jay,I remember when I got my fake I.D.
Phil,"Me, too. Crazy times."
Jay,"Hell, yeah. I tried to enlist in the army, but they saw right through me, so me and a bunch of guys drove across state lines, we got a bunch of booze, we loaded up on fireworks, and I woke up in the morning... I kid you not... in a Mexican strip joint. You?"
Phil,"Uh, I used mine to rent some bowling shoes and kept 'em. Suckers probably spent months trying to track down Dr. Richard Hertz. Think about it."
Phil,There she is! The old library. That's some late nights in there. Some of them I even spent studying. Don't tell your mom.
Haley,And maybe don't tell me.
Phil,College!
Haley,He was shielding his eyes from the sun.
Phil,Knew it when I hit it.
Claire,Phil is taking Haley to visit his Alma Mater.
Phil,Loved college.
Claire,"Mm, we were hoping some of that enthusiasm rubs off on her. Go, bullfrogs!"
Phil,Dogs. Bulldogs. I feel like you do that on purpose.
